	distance	height	weight	role	hot	age	description	name	mate	online_state
1429	3.16	166	75	0.5	39	49	昨晚整夜无眠	腾远	1	1
1430	3.16	165	75	0.5	351	47		淡漠123	1	1
1431	3.16	172	60	-1	91	26		-孟婆来碗汤-	1	1
1432	3.16	171	78	1	388	30		有友不找炮	2	1
1433	3.16	173	57	-1	35	21	。	bybylong	1	0
1434	3.16	170	65	0.5	41	22		在来一次好不	1	0
1435	3.16	170	80	1	105	28	看不进书了。哎，好郁闷啊。怎么办。	游戏宅男2015	1	1
1436	3.16	180	73	-1	38	26	忘掉忘不掉！	kerryzhou	1	2
1437	3.16	172	57	0.5	35	18	遇见你好幸运	细水长流丶丶丶丶	4	1
1438	3.16	185	66	1	190	22	合适就对了，全凭感觉	反正就这样	1	1
1439	3.16	163	67	-1	14	25	不约炮  不搞基   没头像照片请绕道	天上地下有你有我	2	1
1440	3.17	174	61	-1	42	22	我有孤独和酒，你跟不跟我走。	听说小鲜肉和我更配	1	1
1441	3.17	180	65	1	37	21	。。18	Byhg	4	1
1442	3.17	179	64	1	58	19		淫棍a	1	1
1443	3.17	162	47	0	25	23	新人一枚，来了互粉	叔叔不约好么	1	1
1444	3.17	168	60	1	46	24	真诚交友，诚信很重要	青沐木	2	1
1445	3.17	170	62	1	0	25		正在更新ing一	1	1
1446	3.17	177	60	-1	19	22		鱼嘴与余罪	1	1
1447	3.18	168	83	1	2178	19	🙃	_迷路的象_	2	2
1448	3.18	173	60	1	55	27		nbvcfgh	4	1
1449	3.18	170	58	-1	9	21	拒绝约炮，没耍过朋友，希望一次就能找到最对的那个，想放弃束缚，谈一场轰轰烈烈的恋爱，不让自己后悔。太丑勿扰.	勿忘小宗	1	1
1450	3.19	171	65	1	1	21		北海旧梦岁人心		2
1451	3.19	174	55	0.5	96	20	聊天请带照片！	mumumu丶	2	1
1452	3.19	175	60	-1	3	22	我只想对这个世界说  为什么有那么多biantai	心累就沉默	1	0
1453	3.19	177	68	-1	420	25	2016，我不知道怎样来临，但我知道怎样对待。	孔若隐	2	1
1454	3.19	170	65	0.5	3	22		peterJKJ		1
1455	3.19	170	61	0	77	18	爱情本无形，何苦拘泥于形式而存在。我爱你，只不过恰巧我们都是男的而已。	我爱拽拽猫	2	1
1456	3.19	178	67	-1	32	25		-0000-	1	1
1457	3.2	172	50	1	24	18	已卸载	取啥喃	1	1
1458	3.2	173	60	0.5	199	23	同性恋已经跨越了性别，所以，不会因为1和0的属性而阻碍我们缘分。我要找对象。合适就可以试试。喜欢就请关注，单身狗，求撩，求带走。	KevinQYZ	2	1
1459	3.2	172	60	-1	353	29	想干嘛直说	harrysc	1	1
1460	3.2	178	69	1	125	29	喜欢成熟稳重憨厚朴实中年。	封锁一生只为你		1
1461	3.2	177	65	1	213	27	交一些能聊天的朋友，挺好	Dear的不二佳	4	2
1462	3.2	185	75	0.5	400	21	If.	Vincent天	2	2
1463	3.2	165	68	0.5	134	30		我的船到桥头自然沉	1	1
1464	3.2	168	52	0	72	19	"            
       不要试图去追一匹马，用追马的时间去种草，待到春暖花开时就会有一匹骏马任你挑选。我不缺马，只是欠草。  
        介绍下我自己吧，肤白貌美水多臀翘活儿好不粘人
    不喜欢活儿不好的人和胖子。"	恪守旧时光	2	1
1465	3.2	170	55	0	100	20		1243818975	2	2
1466	3.2	180	65	-1	1	20	天下没有白吃的午餐	精神经		1
1467	3.2	173	88	0	475	46	辽宁人	东北水饺中年		1
1468	3.2	170	45	1	68	19	Shy in life, top in bed.	trroooyyyyy	2	1
1469	3.21	174	59	1	204	22	比较直男。	我是种马叫恒恒		0
1470	3.21	180	70	1	195	25	你嘴角下翘的时候最美，就像安河桥下清澈的水......	莫奈何今		1
1471	3.21	170	60	1	413	24	喜欢打麻将的可以加我微信ds5225680	男人这东西		1
1472	3.21	180	72	-1	19	18	为你我受冷风吹	MattCUMD	2	1
1473	3.21	165	51	-1	105	19	    我性格开朗活波，有时有点任性，我喜欢到处旅游，结交朋友！我就是我不一样的烽火！请叫我Mr.阳！来了就关注下吧！！	傻呆大大	1	1
1474	3.21	168	60	0.5	211	25	亲爱的你为什么不懂我	枫叶浩天	1	1
1475	3.21	165	65	0.5	143	34	过的真惨，说话都找不到一个人的……	一生相伴-有吗	1	1
1476	3.22	168	67	0.5	6	20	认识朋友聊聊天，挺好的。。。	XJ的kk	1	1
1477	3.22	170	61	1	59	25	勿扰！只为看直播！	ASICS1	1	0
1478	3.22	174	55	0	3	18	人丑也要找男友啊	01000011001000010000	1	1
1479	3.22	167	54	0	33	17	你主动点儿我们不仅会有故事还会有孩子	-Care-	2	2
1480	3.22	180	65	1	29	26	有男友	三哥888		0
1481	3.22	170	55	-1	15	23		寂寞空虚冷999		2
1482	3.22	175	55	1	0	22		来试试约起		2
1483	3.22	172	59	0	6	18	知足常乐	晗言叶	2	1
1484	3.22	175	51	-1	82	19	逃离世俗的纹身尸	t富江	1	1
1485	3.22	175	66	0.5	70	28	软件卸载了 请直接加微信 1*********** 谢谢	红光嗨玩		0
1486	3.23	167	60	0.5	54	22	不签	你比时光更久远丶	1	2
1487	3.23	170	56	-1	0	22		上古宏	1	0
1488	3.23	183	70	1	205	24	聊天发照哈，老胖丑勿扰，不丑就回你照片，愿不愿发随你，不想发就不用勾搭了，没必要	Franksfreeman		1
1489	3.23	168	62	0.5	91	30	爱情，爱情，像带刺的玫瑰，被扎的鲜血直流我也不放弃。	我爱小熊	2	2
1490	3.23	176	60	0.5	18	22	慢慢来。。。	o道德情操论o	1	1
1491	3.23	178	51	0	22	18	哈	VelvetyCheney	2	2
1492	3.23	175	60	-1	13	24	cook Tim	tim-er	1	1
1493	3.23	178	64	-1	75	26	软件不常上，可以一起约健身房。	健身小伙在红光		1
1494	3.23	172	65	1	7	25	I'm boy	也也也门	1	2
1495	3.23	165	50	-1	49	18	处痞子	快到洞洞里来	2	1
1496	3.23	171	48	-1	193	18	"纯视奸
发照再聊
要微信私聊"	李胜贤啊	1	1
1497	3.24	178	60	-1	3	20		在想谁睡不着	1	1
1498	3.24	176	60	0.5	17	21	么么哒	DrJiang	2	1
1499	3.24	171	60	1	17	26		米阿米	1	1
1500	3.24	178	65	-1	22	25	愿你能成全我对爱情最完美的想象	FLYCAVOK	1	1
1501	3.24	177	65	-1	0	25		Wind-Shield		0
1502	3.24	165	55	0	58	26	加q1136579362给我两斤重的爱情！	约翰1958	2	0
1503	3.24	171	70	0.5	113	47	想要什么?_? 别磨叽。。。	左岸熙街	1	1
1504	3.25	166	50	1	194	18	矮子路过，就算不丑又怎样，都喜欢高的对吧😂自己看资料，还有！本人比照片丑得多，丑到爆炸，好了就这样，毕竟我是个诚实的不坑人的人。	EEEEzzzz	2	1
1505	3.25	173	67	1	23	28		jimmwck		1
1506	3.25	169	50	0	16	17	再也不要上通宵了	沉默的沉没	2	2
1507	3.25	172	56	0.5	262	29		Gravity-HG	1	2
1508	3.25	172	53	1	272	22	我没钱没车没房，没钻戒，但是我有一颗爱你的心，我一旦爱上了就不要轻易的放弃你，因为我想找一个一直陪我走到老的人，不知道我那个人何时能出现？	心绣	1	1
1509	3.25	183	65	0.5	3	18	想要在这里找个男朋友 真的是很难 都油了哪里还有什么真心？路漫漫 宁缺毋滥。	lo是一半的爱	2	1
1510	3.25	173	65	0	241	34	无语	靼叽		1
1511	3.25	190	70	0.5	47	18	"今年17😁，23以上别找我
约炮滚粗😡
喜欢有点肉的(不过自己并不胖)
爱打球，爱桌游，爱玩暴雪爹的游戏(lol不玩)
略有点小外貌"	Even丶So	2	1
1512	3.26	172	52	1	194	22	我不知道要等到何年何月才能找到另一半？现在想找一个真心的很不容易。	爱你的人永不变心	1	1
1513	3.26	176	80	0.5	155	21	😏时间是个好游戏…谢谢你喜欢我。	镜子外的我	2	1
1514	3.26	175	61	0	146	22	主动约你见面，你也不要觉得你多洋气，见了面了解以后，才知道，谁洋气	爱朵	1	1
1515	3.26	175	68	-1	24	21	" 算了！我太丑！
我的穿着一般人接受不了！
觉得自己了不起的也不要骚扰我！
喜欢走秀风的我你们🐒不住！等有缘人啰！
喜欢回头率的我们可以交个朋友
     ———————————————                                                                            
                       总会偶遇的！
     ———————————————
                             不喜欢胖子"	琪琪琪琪琪齐	1	2
1516	3.26	176	75	-1	12	21	"东飞伯劳西飞燕，不到黄泉不相见。
要是我记忆不会出错，那该有多好，我这一生都不会错过…那么多美好的歌，那么多美好的风景…"	镜子中的他	1	1
1517	3.26	175	74	-1	0	21		坏bad		0
1518	3.26	170	56	0.5	38	19	池鱼思故渊	池鱼丶故淵	1	1
1519	3.27	168	61	0.5	8	36		容哥		1
1520	3.27	173	62	0	91	21	唯一的关注就是我唯一的爱！	灵魂尽头白霜繁尽	1	1
1521	3.27	175	54	0	12	18		Tesmachine	2	1
1522	3.27	165	55	0.5	44	24		小白杨XBY		1
1523	3.27	179	60	-1	197	20		你不是真的想流浪		2
1524	3.27	175	60	0.5	240	23	"本人找个能真诚、真心诚意、呵护、相互关爱、不耍心眼、不乱来在一起好好过日子的BF； 年龄在17岁到40岁之间，本人是真诚的找BF在生活在一起过日子，我不是虚心假意的；哎～找个真诚的生活在一起真难啊，做人也难啊！这样一人活下去还有什么意思啊！
     不真心又不真诚而耍心眼以及约炮的请最好滚远点，爬开点，我看到都心烦；这也许我是在自作多情吧！
      本人已决定退出，请勿打扰！"	张祁龙	2	1
1525	3.28	178	86	0.5	8	27	本人阳刚壮熊，要怎么直接点不墨迹	都被qu光了	1	1
1526	3.28	172	52	1	5	26	已不再相信愛情，如果你我都只是為了滿足需要，那不妨請你主動聯繫！	只愛三條腿的男人	2	1
1527	3.28	170	60	-1	88	24	"孤独的守望者
       悲剧啊！！！"	查理迦SVC-RE	2	1
1528	3.28	173	56	1	132	26	不敢輕易說愛情，心不动则不痛！	ONLY_LONELY	2	1
1529	3.28	175	73	1	19	20	    没有动态，别看了	我就乱起个名字	2	1
1530	3.28	150	31	0	2	21		denalo		1
1531	3.28	176	67	-1	764	27	无签名，更霸气	不帅坏得很	2	1
1532	3.28	173	54	1	15	27	如果不能永遠，又何必犯賤痛苦自找！真愛不分1,0，主動要求看照片的也請你主動一些，你發了我必馬上回你！	泊言-Klaus		1
1533	3.28	178	90	-1	354	49	不要着急，最好的总会在最不经意的时侯出现。本人不约炮，流量不多无照不回复。微信ltj1967628喜欢的加我关注。	清风茶语lti	2	1
1534	3.29	173	62	0.5	580	30	不想10，一起睡觉，哈哈。	一风堂	1	1
1535	3.29	170	92	0.5	9	45		左胖熊	1	2
1536	3.29	167	57	-1	16	19	少年维特的烦恼	佐二千	2	1
1537	3.29	169	50	1	18	22		晨叶	1	1
1538	3.29	170	92	-1	152	26	单身，求对象。	Natto1	2	2
1539	3.3	174	60	0	22	21		atyu	1	0
1540	3.3	180	65	1	0	20		骁阳屿	2	1
1541	3.3	170	60	0.5	161	23		rom1	1	1
1542	3.31	178	62	1	7	28	照片非本人	苏克苏瑞	3	1
1543	3.31	178	67	0.5	3	20		DVA爱你唷	2	1
1544	3.31	178	66	-1	36	19	🔥不约炮，本人外协。	HarryKuper	2	1
1545	3.31	172	60	1	46	25	"zzz
想什么直接点，25以下帅哥撩我啊😍😍"	x痞子爷们何止是大x	1	1
1546	3.31	170	57	-1	17	29		Yyoue		2
1547	3.31	180	63	1	17	19	"           
别一来就要照片 跟你不熟😄"	Treauser		0
1548	3.31	168	64	0.5	12	44	想得却不可得，能耐人生何	终究是错付了	1	1
1549	3.31	181	50	-1	523	19	照片本人 带照聊	LJwEn	2	1
1550	3.31	174	70	0.5	2	38		快乐流浪	1	1
1551	3.31	165	79	0.5	341	30	"

不约，不见，没有照片，
不加qq和微信，只聊天！
没有动态的人就算了，
因为我来只为围观你们的精彩世界！"	南无大师遍照金刚	2	1
1552	3.32	170	67	0	61	18	"哈喽😉来看了就关注吧😁
本人欢迎各位来撩😂但拒约👋
喜欢骑自行车🚲喜欢唱歌🎤有全民k歌的也可以互观啊🎵
最最最重要的是我爱吃🍔🍟🍜🍛🍙🍱🍧🍦
微博:离人挽之i
扣扣:看心情给不给😜
微信:可以问问😌
爱玩的游戏:QQ炫舞 大区:舞动奇迹 有玩的可以一起玩😏
最后悄悄的说声:找男友🚶
我的大门永远打开着🎉🎉🎉"	床边故事i	2	1
1553	3.32	176	66	1	143	18	男人与酒	喜欢盛开的菊花		0
1554	3.32	180	60	-1	328	19	"                                       恩准
                                       钦此"	皇上您这是喜脉啊	2	1
1555	3.32	170	57	-1	44	22	找不倒女人我就找男人。嘿嘿😁	小弟不骚但很浪	2	1
1556	3.32	172	60	-1	1	30	，，，，，，	合适都	1	1
1557	3.33	175	57	0.5	6	21	熬的夜都冷了	挽風	1	1
1558	3.33	175	70	0	740	31	我还没有男朋友啊	好好爱一回啊	2	1
1559	3.33	174	52	0	43	18	找啊找啊找朋友 找到一个小朋友 亲亲我 抱抱我	安妮的小熊不见了	2	1
1560	3.33	175	74	1	150	22	"渣剑三。爱摄影，旅游。还爱看恐怖片。
爱好必须相同"	丑人多作怪-	2	1
1561	3.33	176	68	1	181	34	有人做装修吗？130-140一天包吃住工作九小时，加班另算，加班七个小时算一天工，干够一个工程报销来回车费，干不到底报销单程车费，干几天的不报车费，附近有找固定pao友的也可以面谈	钱爷s人多热闹	2	1
1562	3.33	170	54	1	36	22		PK看看	1	1
1563	3.33	168	53	0.5	115	27		micky1986	1	1
1564	3.34	168	43	0.5	13	21	我长的不好看，，，找个真心的男朋友，，，不要胖的	黑夜志依	2	1
1565	3.34	171	85	0.5	414	21	"～吃货，逗逼，二货。爱熊熊。然后萌萌的都喜欢！

                   我可是小壮熊！

               啊嘞，既然进来那就关注下咯~

     发现自己是真的缺朋友，不要老是让我宅。。真的会发霉。"	二货熊熊熊	1	1
1566	3.34	176	55	-1	101	20	"Hello，约炮勿扰
"	W-kale-KK	4	2
1567	3.34	172	58	0.5	64	24		曾几何时_	1	2
1568	3.34	171	60	1	142	30	红光或者德源有没有一起合租套二的？	也许是我太天真了	2	1
1569	3.35	165	50	-1	61	25	寻男友。约的请绕道！别浪费时间！	Mr-nero	1	1
1570	3.35	170	55	0.5	11	21	喜欢短发，学生的，看起来不娘的，不喜欢太粘人的	看起来像受的攻	1	0
1571	3.35	165	47	0.5	57	19	本人QQ  804335202	我是沐沐	4	1
1572	3.35	171	52	-1	77	20	请保持冷漠/不约不找	脏施主	1	1
1573	3.35	181	75	-1	12	21		阿甘hx		0
1574	3.35	180	70	0	108	20	不要问我是谁 我在哪儿 我在干嘛	Sohesoha	1	0
1575	3.35	170	55	0	390	21	"最难得的是对这份爱负责到底、不离不弃的两个人！
"	你-在哪里	2	0
1576	3.35	183	68	1	0	18		Moccoa		0
1577	3.35	184	65	0.5	2	20	想和你去美国结婚	HANDLE999		0
1578	3.36	163	51	1	231	19	"为爱放手，只愿你幸福
来了就给个关注、关注、关注咯
每晚10点，准时直播
感谢大家的支持与关注
blued家族群：310706"	土豆君的等待	1	0
1579	3.36	173	60	1	669	27	我ii善良，干净，已有正当工作。爱好麻将。希望遇到对的人。啰嗦的，墨迹的不要来打扰，	陈国程		1
1580	3.36	181	61	0.5	14	20	喜欢乱拍照。寻找有兴趣的学弟当麻豆哈哈。	jekury	1	1
1581	3.36	173	55	-1	20	18	"崩坏吧！这个世界~！~崩坏٩(๑òωó๑)۶
"	弃喵受患者	2	1
1582	3.36	171	69	0.5	81	41	30到48岁的已婚，经济独立，不影响家庭，洁身自爱的朋友，外貌协会朋友略过。	快乐中年2016	1	1
1583	3.36	170	54	1	23	24	pao  墨迹的勿扰	穆义	1	1
1584	3.36	165	63	0	60	21	偶尔会犯贱，西瓜们可加微信	亲子衿	1	1
1585	3.37	175	63	1	9	26		透镜	2	0
1586	3.37	175	45	0.5	10	19		围墙里的鸟		1
1587	3.37	175	80	0.5	33	17	唯爱	散场何必留恋	1	1
1588	3.37	170	52	-1	53	27	我在	Choke123	2	1
1589	3.37	175	55	-1	2	19	总有一天。	打豆豆oo	1	2
1590	3.37	168	52	-1	0	19		随途陌路		1
1591	3.37	172	58	1	109	42	本人中年瘦大叔找朋友：要求30岁左右的已婚不胖青年！在圈子里我们是恋人关系，圈子外我们是朋友同事或者拉拉亲戚关系，谈情不谈钱的，与经济没有过多的往来，不影响对方的家庭生活，特别要求感情第一位，能对感情专一！相互没有隐私和欺骗，能相互走进对方的心，手机可以互相玩男人不能互相用！如果你可以的话看清了再加我私聊！麻烦你非诚勿扰！伤不起……………我发誓会对你好好的………你能联系我吗？qq1424293890要求在开县附近哟！我要的是特别细心的人，你不细心就不要打扰了！我TM真的伤不起！头像是本人爱我的人你在哪里？	男g射a难y分		1
1592	3.37	170	55	0.5	17	17		绿栗子	2	1
1593	3.38	170	52	0.5	269	19	✌️✌✌	惑性	2	1
1594	3.38	175	58	0.5	53	21	文艺青年，中二病晚期，不喜欢一切不熟悉的东西，拒绝约炮，洁身自好，没事逛逛，不会长期在线	莫崖	2	0
1595	3.38	173	62	1	194	27	真心交友的来！	今晚我们去哪里跳舞	2	1
1596	3.38	184	64	-1	30	22	"😘😘😘😘😘😘

套路是学来的，撩人是天生的
有胆就来撩

来啊，造作啊

😄😄😄😄😄😄

聊骚可以，
不约！不约！不约！

🙄🙄🙄🙄🙄🙄"	阳光密探	2	0
1597	3.38	170	55	-1	201	21	随便聊无底线，最烦装逼和矫情。装逼装得令人恶心的不要来自取其辱	gofoe	1	1
1598	3.38	173	61	-1	15	39		寻你爱你想你	1	1
1599	3.38	123	40	-1	217	39		无言的结局7	1	1
1600	3.38	170	65	1	31	35	我在犀浦！你在哪！？	李牌坊	1	1
1601	3.38	173	73	0.5	42	41	地址：犀浦地铁站附近，浦发街白云舞厅隔壁。找个六十岁左右的老头在一起。	犀浦同志茶馆j	1	1
1602	3.38	176	68	0	140	19	你说过的我都记得	国际特工可达鸭	2	2
1603	3.39	171	68	1	109	29		永远想不好		1
1604	3.39	167	51	-1	239	22	123走起	Dens丶ny	1	1
1605	3.39	160	60	0.5	13	42		邹幺哥	1	1
1606	3.39	170	65	0.5	57	51		拜水都江堰a		1
1607	3.39	172	65	1	58	28	停用	Dongdangdang		1
1608	3.39	167	55	0.5	121	40	我的要求不高。只要你是真心对我。我会一辈子不离不弃给你	愿意一生一世	2	1
1609	3.39	175	200	0	70	18		故你Ni	1	1
1610	3.39	181	73	1	3	24		起个中文名		1
1611	3.39	167	62	-1	13	29	请三十五岁以上的我最好	喜欢同性有错吗	1	1
1612	3.39	172	48	-1	12	19	不约不约不约不约……	刁钻的宝宝	2	0
1613	3.39	170	65	0.5	19	53		陈ds	1	1
1614	3.39	170	60	-1	39	31	物以类聚，人以群分。希望你是哪个对的人！	gpaco	1	1
1615	3.39	168	55	0.5	150	23	希望在在某个对的时间，对的地点遇到你，有点傻，有点二，等到了你出现不就是满满的爱，只是希望你快点找到我	明天会怎样007	1	1
1616	3.39	171	68	0.5	103	36	已婚找个附近一起健身的中年固定朋友，非诚勿扰。注重眼缘的朋友略过，留下QQ吧！	岁月大叔	1	1
1617	3.39	175	67	0.5	3	18		l雾	2	1
1618	3.39	170	60	1	139	23	地址犀浦浦发街64号，欢迎大家来耍	麻将老板小叶	1	0
1619	3.4	173	57	-1	31	20	傲慢是原罪，，，	橘子色的但丁	2	1
1620	3.4	200	30	0	13	19	"总会有的
也许吧"	AiBelieve_	1	1
1621	3.4	175	60	0.5	2271	20	"👕爱恋不过是一场高烧 思念是紧跟着的好不了的咳

是不能原谅 却无法阻挡 恨意在夜裡翻牆

 是空空荡荡 却嗡嗡作响 谁在你心裡放冷枪

旧爱的誓言像极了一个巴掌 每当你记起一句就挨一个耳光

然后好几年都闻不得、问不得爱情香。💪"	or焦先生	2	1
1622	3.4	168	55	1	19	27	我不结婚 想找一个一起生活的胖中老 	找胖老伯	1	1
1623	3.4	168	50	-1	46	18	我好孤单好寂寞，剩我照顾我，哭的时候也没有人抱紧我，受伤的那刻没有一双手支撑我，告诉自己不要怕痛；剩下孤单剩寂寞，剩我照顾我，你究竟会在什么时候遇见我，还撑着、忍着、等着、呼喊着，我的那个他在那里，我还在找你……	很傻很天真的我	2	1
1624	3.4	175	62	-1	1	18		南优贤南小树	1	2
1625	3.4	172	45	0	116	19	约你妈b，要约的找我，我把你射墙上，妈的智障	你太猖狂	2	1
1626	3.41	171	63	1	23	41	感觉都是装逼的人，都在上不撸帝还在立牌坊，假...	不能表白的情感	1	1
1627	3.41	177	69	0.5	17	32		德源情		1
1628	3.41	182	65	-1	13	19	今朝有酒今朝醉	你认栽吗	1	2
1629	3.41	175	52	0.5	210	18	😏 无照假照不回复 😏我就喜欢你这样的富二代，😏0.5偏1。 😏喜欢我就大胆撩我？	安安安畅		1
1630	3.41	162	50	0.5	0	21		想个昵称真烦555		1
1631	3.41	177	64	-1	24	19	为什么我没有一个可爱善良勇敢大方帅气正义热血温暖活泼迷人美丽到爆的儿子而我妈却有	淋淋锁定你	1	1
1632	3.41	165	48	0	128	19	"                

                                                                                           像在机场等候一艘船 / 还想着那边海水有多蓝⚓。"	SLeEp丨AlOnE	2	1
1633	3.41	176	58	1	542	18	"不约  谢谢了  不约  不约  不约！！！！

不要问我任何选择性问题！！！！
我是选择困难症重度患者！！！！
求关注！！！"	Do灬	4	1
1634	3.42	165	49	-1	33	17	从此浪荡自由，把真心藏好	那么多如果	1	1
1635	3.42	173	69	-1	82	25		无名小卒呵呵	2	1
1636	3.42	170	79	0.5	180	28		suiyuan110	1	1
1637	3.42	178	65	0.5	85	21	找个朋友聊聊天，说说心事	这么乖一定是蓝孩子	1	1
1638	3.42	174	62	-1	6	21	找男票 太丑的就不要聊了	RyanAdirian		1
1639	3.42	172	63	-1	88	29		比比仔	1	1
1640	3.42	173	85	1	256	31	"
不约，不找！"	虚怀若谷明月清风	2	1
1641	3.42	180	75	0.5	13	20	要照片的请自己先发。又不是没被玩过。只能保证我不会拿了照片神秘失踪。信不信由你。呵呵哒。	我我哦我摸	2	2
1642	3.43	172	58	0	41	18	"        缺乏安全感的懵懂少年！！

                来啊，互相伤害！"	假老练爱车车风	2	1
1643	3.43	167	51	-1	57	18	🌚🌚🌚不约	Lonkay	1	1
1644	3.43	170	75	0.5	8	40	未婚、所谓纯1、小屁孩勿扰，聊天聊天	xyybnature	1	0
1645	3.43	173	75	1	819	29	大叔一个	我喜欢棒打鸳鸯哈哈	1	1
1646	3.43	176	52	0	9	20	不约，不约，不约，重要的事情说三遍！！！	ling零度	2	1
1647	3.43	168	58	-1	7	20		遇见lt	2	2
1648	3.43	173	60	0.5	4	21		尧堯垚先森		1
1649	3.43	170	53	-1	0	18		CSH9		2
1650	3.43	204	42	-1	0	20		sugin_		1
1651	3.43	170	62	-1	43	36		MikerJear	1	1
1652	3.44	179	62	0.5	124	26		胡峻熙	1	0
1653	3.44	179	75	0.5	3	29		我找你死		1
1654	3.44	180	65	-1	711	28	找朋友，找合适的朋友	阔少111	1	1
1655	3.44	165	58	0.5	33	40		f征途f	1	1
1656	3.45	170	65	-1	31	31	   	5106123	1	1
1657	3.45	170	64	1	243	31		RAfgkli彬儿	1	1
1658	3.46	170	60	0.5	472	24	真心祈求新的一年健康快乐的度过每一天也多些知己朋友。	傲天卢少	1	1
1659	3.46	172	65	-1	84	34		顺水推舟辖区	1	0
1660	3.46	183	69	1	332	24	对圈子里的男人没有性趣！！！喜欢哲学经济人文新闻纪实历史性之类的思辨东西！如果你对这方面也很感兴趣，可以聊聊哈！	裴泽治也		1
1661	3.46	179	63	0	23	21		岁月馈我一道伤痕	2	1
1662	3.46	176	65	1	167	27	想找几个朋友有空一起出去耍，好难啊	tjfgat	1	1
1663	3.46	182	73	1	90	22	"大叔勿扰，，，大叔勿扰，，，大叔勿扰
不约 ，，，  不约  ，，，    不约，，，"	我们都不知道怎么样	4	2
1664	3.46	180	73	-1	26	18		Siven_L	1	1
1665	3.46	174	61	-1	214	21	圈子那么大，洗洗就睡吧🏃	呆蠢野兔儿	1	0
1666	3.46	170	64	1	33	39		嘎纳		2
1667	3.46	174	52	0	108	18	处男票	一只大怪受	2	1
1668	3.46	172	63	0.5	48	20	不靠天，不靠地，不靠父母，靠自己。相信自己能在外面渡过难关，打出一片天。	农村小伙有骨气	1	1
1669	3.46	169	65	-1	25	38		熬烈g	1	1
1670	3.46	170	63	0.5	397	38	没有在最好的日子遇见你	易志	1	1
1671	3.47	165	51	-1	367	29	想你	独爱你1个	3	1
1672	3.47	170	65	0.5	46	31	吸……	NM贱人何其多	1	1
1673	3.47	176	67	1	147	19	"下了又删，删了又下。
想想看还真是讽刺。
。

                   每一个人只能陪你走一段路。"	大智若蠢鱼	3	0
1674	3.47	165	55	0.5	168	28	想	独想寂寞	1	1
1675	3.47	176	62	1	224	22	杂家。略懂。	社会主义就是纸老虎		1
1676	3.47	175	60	1	58	21		如沙滩血	3	0
1677	3.47	173	59	1	50	29	哈哈现在都是看颜值的年代我们就没有爱了	哎呵呵呜呜	2	1
1678	3.48	175	50	0.5	150	19	。炉石传说   星际争霸2    风暴英雄            暗黑破坏神3    守望先锋    英雄联盟	SpiderYu	1	1
1679	3.48	174	51	0	118	18	~~~~~~	我就是你的长腿欧巴	1	1
1680	3.48	174	65	0.5	79	24		忘却v	2	1
1681	3.48	180	72	0.5	6	22	哦哦哦	小子我噢	2	1
1682	3.48	171	53	0.5	121	21	"非本
其实只不过是一种缘而已"	无耻之无耻无耻已	1	1
1683	3.48	168	47	-1	145	21	看我手指 这是几	可能没名字	1	1
1684	3.49	180	60	-1	475	24	😊😊	Htoliis		1
1685	3.49	176	60	0.5	36	29		亨受不一样的生活	1	1
1686	3.49	175	60	0.5	34	20	找朋友或情侣或能聊天的人，不约炮😃爱旅游，聊得来再见面～	wandergo	2	1
1687	3.49	175	60	0.5	17	17		1爱你0cb	2	0
1688	3.49	172	55	-1	13	24	"你偷走了我的影子，可我一直想和你说话，
微信: 245092525"	孝中	2	1
1689	3.49	173	75	-1	1	21		MmmayYOu	1	1
1690	3.5	201	56	0.5	270	21	back for revenge。	大迷毛-	1	1
1691	3.5	170	65	0	6	20	喜熊狒	呆阿文	2	0
1692	3.5	169	56	-1	8	19	有空就登着哒，有消息必定回复	极落	1	1
1693	3.5	170	55	-1	3	22	"要知道多少人豁出一切也换来地久天长。

附近的别打招呼，我不好意思。还有能不说的，就别开口了。"	公孙小刀	1	1
1694	3.5	173	75	0	3	17	你主动 我们就会有故事	咖啡猫的忧伤	2	1
1695	3.5	177	65	1	14	24	"就算全世界与我为敌又能怎样？能奈我何？
声明 : 不约！"	阳光一一	4	1
1696	3.5	171	56	0	2	20		石锡		0
1697	3.5	171	56	0.5	1	20	求真心男友	贰奎	2	0
1698	3.5	187	62	-1	63	23	闭上眼睛，让寒冷将你夺去。	顽固_	1	1
1699	3.5	172	59	-1	3	23	对胸肌过度痴狂	中文-数字	1	1
1700	3.51	176	53	-1	31	21	可以一起出去玩儿。爬山，看电影什么的都可以。奇怪的大叔就不要找我了啦。太年长的的就只能做朋友啦。你想跳过朋友阶段？还是算了吧。饥渴的，想约的，请绕道。阅后即焚？你有病吧！不要问我是0还是1，不在乎。	Hola-Hello	2	1
1701	3.51	168	50	1	41	18	。	我叫大魔王	1	1
1702	3.51	172	55	-1	66	21	Orz	hvcsdgc		2
1703	3.51	174	67	0	46	19		REDROSEVIL	2	1
1704	3.51	180	65	1	38	20	"希望你阳光帅气有担当
不常在线"	一加一再加一等于几	1	1
1705	3.52	176	60	0	128	23	lol	太奇太奇太奇		2
1706	3.52	188	90	0.5	0	26		chloejack		2
