	distance	height	weight	role	hot	age	description	name	online_state
1526	1.94	175	65	-1	59	27	你想怎样请直说	我的何尝就是你的所谓	0
1527	1.94	180	82	-1	31	21		眼界很重要	1
1528	1.94	177	70	-1	47	19	你给我爱情 面包我自己买	夏日a	1
1529	1.94	175	60	1	186	25		gfrghgfhjjjfff	1
1530	1.94	179	66	0.5	267	26	找固定 爷们 干净 长得不错，希望你也这样 找小帅。乖 nu	恁没缘分	1
1531	1.94	175	70	1	0	20		迷茫的蜻蜓	1
1532	1.94	180	75	0	203	21	愿得一心人	mol爱	1
1533	1.94	180	72	1	132	23	静	kfctony	1
1534	1.94	176	84	-1	6	17	黑夜给了我黑色的眼睛，我却用它寻找光明。不乱约，就是突然想找个男朋友了，嗯，就是很想很想。	隔绝绝响	1
1535	1.95	188	81	-1	288	23	happy together，forever young	Demilk	1
1536	1.95	175	63	0.5	32	29	寻找可以说说话，交交心的好朋友，希望交到年龄和我想当的朋友，希望不要太花心，要真诚就好。希望身边的知我懂我！	晨飞扬	1
1537	1.95	173	63	1	63	36		hj烟花	0
1538	1.95	180	61	0	213	22	"如果你是傻逼，那就滚远点。
如果你不是傻逼，那就闭嘴。"	刀子嘴的猫先生	1
1539	1.95	177	60	0.5	26	20	无照勿扰，有男票…只是上软件聊聊天	只是分手	1
1540	1.96	178	75	0	29	22	size是你可以给我的全部，其他的或多或少带着些许不情愿，那就给我你的size吧，能做到这么一个就不错了。	007mike	1
1541	1.96	174	63	1	327	27	做一个清澈的人，不卑不亢，温暖生活～	石头re人	1
1542	1.96	170	48	0.5	70	21	"交友聊天
歡迎認識
Line：）910522882"	带你装逼带你飞了	1
1543	1.96	172	85	-1	2	25	我不是同，发现这个软件只是来看看	名字不知道叫啥好男神	1
1544	1.96	174	58	0.5	15	23	简单。	小H和	1
1545	1.96	180	68	-1	28	25	希望遇到一个真心的，知道感恩的，心底商善良，不乱的～	宽恕无心的	1
1546	1.96	175	60	-1	32	27	阳光暖男一枚，坦诚交友。	白龍l	1
1547	1.96	151	43	0	8	21	am looking  friends,chat when am alone	rzukipy	1
1548	1.96	175	75	0	3	27	"我要男盆友
我是小胖子，我很会做饭。
微信：kiwi_maoshao"	我姓贯哥	1
1549	1.96	168	65	0	9	25	看看天看看海爬爬山钓钓鱼1132120930股友交流	风加阳	1
1550	1.96	171	65	1	3	45	情义无价缘难了	秋似歌小爷	1
1551	1.96	172	68	0	13	25	有符合以下任何项的快快来和我say hi! (爱笑与白牙/手美/字好看/学霸/兵/运动员)我是福建的可是偏爱山东汉子,也不知道为什么。	uioppy1丶	1
1552	1.96	176	65	-1	3	78	人与人之间没有谁离不开谁，只有谁不珍惜谁	正旭F	1
1553	1.96	175	60	-1	40	21		吃饭吃饭jkkkk	1
1554	1.96	173	60	-1	10	28	喜欢就好	gtubryhs	1
1555	1.96	178	77	0.5	20	24	"我多想找到你 轻捧你的脸
我会张开我双手 抚摸你的背
请让我拥有你 失去的时间
在你流泪之前 保管你的泪
～～～
太阳天蝎，月亮狮子，上升处女"	AngLeee少	1
1556	1.96	176	60	-1	1	25	最最亲爱的人啊，路途遥远我们在一起吧～	众里尋他千百度布	1
1557	1.96	192	75	1	7	25	勾搭一个gay蜜(๑•̀ㅂ•́)و✧	这里腐妹纸Y	1
1558	1.96	170	85	0	3	29	想的太多就会伤的太深，在乎你的人根本不会让你受伤，更不会去伤害你，晚安，我累了！	i不轻信同志爱情	2
1559	1.96	177	68	0	11	18	不管晴天，还是下雨，都要保持好心情。	佳佳156	1
1560	1.96	175	65	1	5	25	北京土著！没那么多事儿，喜欢交朋友，讨厌墨迹的！找个聊的来的从好朋友开始！	自然之门10-	1
1561	1.96	220	30	0.5	22	25	"😼猫系理工男🐯
不是每个hi都回.就像没人喜欢接骚扰电话
ins: ID"	EPHOKNA丨	1
1562	1.96	177	70	-1	29	25	照片都是本人 要照片请私聊 发肉照不是为了约炮 不约！努力健身中 照片本人 穿衣服显瘦  脱衣有点肉  我是瘦子😁	uTangSx	1
1563	1.96	165	61	-1	4	25	拥有重感情的你就足够了！	D皇马启航	1
1564	1.96	167	56	0.5	12	18	找靠谱、真诚、有素养的朋友	对你恨之入骨	1
1565	1.96	182	81	0	8	30	"相携白首，愿倾今生。
"	未来明天	1
1566	1.96	174	62	0.5	6	26	以诚相待    非诚勿扰	蓝光爱T	1
1567	1.96	185	85	-1	8	27		W军中纠察	1
1568	1.96	171	55	1	13	25	"一个人最大的幸福，是有人在乎。
一个人最大的感动，是有人包容。
一个人最大的满足，是有人守候。
一个人最大的奢求，是有人懂得。
一个人最大的快乐，是有人问候。
生活不要太享受，幸福简单就足够。
人生不要太完美，快乐无悔就满足。
无论，是对朋友还是最爱的人，不需要花言巧语，实实在在就好。
不需要山盟海誓，真正做到就好。
不需要彼此埋怨，相互理解就好。
不需要相互猜疑，相信对方就好。
不需要成天生气，懂得包容就好。
不需要时刻不离，心里有你就好。
不需要轰轰烈烈，走到最后就好。
不需要大富大贵，平平安安就好。"	同GgC	1
1569	1.96	173	69	-1	1	25	只想好好的活着…	跟泥鳅去流	1
1570	1.96	170	69	0.5	1	29	"嗨，我相中你了，要不要出来运动运动？
运动个鬼啊！我只喜欢睡！
睡你麻痹，起来嗨！"	晓茄	1
1571	1.96	170	55	-1	0	29	There is no way we gonna give up	我风骚的走位	1
1572	1.96	166	69	-1	212	36	人生不过几十年，该珍惜的要珍惜！	重生36	2
1573	1.96	174	68	-1	59	24		文武斌赟	1
1574	1.96	176	60	-1	3	25	"最好讓我看清你的臉！❌
無照 假照  騙子 勿擾！年紀比我小太多的也就算了吧、🈲
別問我找什麼  我理解不了🔚"	Louis森大	1
1575	1.96	175	60	-1	15	20	😯喜欢和有趣的人交朋友	hellosunshineboyp	1
1576	1.96	176	68	-1	4	24	"一次就好我带你去看天荒地老
在阳光灿烂的日子里开怀大笑
在自由自在的空气里吵吵闹闹
你可知道我唯一的想要 就是你
求对象一枚……"	button丶	1
1577	1.96	172	72	1	4	29	找真诚合作，创业朋友，请联系我1***********	f创业人	1
1578	1.96	172	82	0.5	0	28	谁能介绍个工作	止树c	1
1579	1.96	182	68	0.5	29	20	"别动不动就问我要照片，没有!
小鲜肉不来了，附近也没有住宾馆的帅哥，什么世道!"	果冻椰皇	1
1580	1.96	171	55	-1	53	26	😘你。波爷	jttttyu	1
1581	1.96	176	64	0.5	12	25	很少上软件，看来看去都是0…	d一江春水向你流	1
1582	1.96	173	76	-1	14	25	爱交友，爱聊天，不定时发性感照片，只要有空，必回。	内裤有人I	1
1583	1.96	180	76	1	3	23	严重孤独症患者……也爱过……扯雀塘……一片记忆汪洋……	O异地流年	1
1584	1.96	176	65	-1	79	28	"自己做生意，常各地出差
北京上海双城生活
喜爱健身、运动、旅行
诚交朋友！"	帝都蓝孔雀风	1
1585	1.96	170	55	0.5	6	25	"学生党 不约
不接受异地恋
欢迎面基 
but please 
至少稍微有点基础了解
至少让我知道和我聊天的人长啥样吧"	cassccH	1
1586	1.96	180	55	-1	13	19	"我想成为你心中那个最最最最最最重要的人。
              关注一下呗！"	abcnnn	1
1587	1.96	177	88	-1	28	20	~(*・_・)ノ⌒*丢出去乀(ˉεˉ乀)...去去去	3咂	1
1588	1.96	177	67	0	8	31	有话直说。	眼看世界	1
1589	1.96	172	60	0	2	25	愿我的爱情也能如《类爱》一般美好…………………………………………本人长得不好看，颜控的请勿入眼。…………不想上Blued了	夫为	1
1590	1.96	181	73	0.5	6	28	You are my sun, but far from me, I want to be close to you, afraid of being burned by you	液归人	1
1591	1.96	180	70	0	625	22	想念是会呼吸的痛……	往事随风forever	1
1592	1.96	180	70	0	24	29	"💋陪伴是最长情的告白💍。

👉23.180.70.0.17👈

单身汪🐶。

胖子勿扰🈲。

白羊男。BTM🔕。Hi口味略重💥

新浪微博:@公子若梦 互粉```"	V你咋那么der呢	1
1593	1.96	174	60	0	3	25	陪你酩酊大醉的人没办法送你回家❤️	青衫依旧i-	1
1594	1.96	174	57	1	32	23	如果你喜欢上我，一定要很主动很用心。因为我感受到了，会给你10倍的回应。愿我在这里找到心里的那个他。你在哪里？	迷尚10-	1
1595	1.96	185	80	0	14	25	" …………………………………………………

     ·185健康向上一吃就胖

     ·不C不乱不约不怂不抽烟不喝酒

     ·玻璃心 嘴硬狗 傲娇王 笑点低 毒舌夫

     ·陪你聊天陪你闹陪你旅游陪你笑

     ·世界上最不紧张的高三狗一只
   
     ·游戏 唱歌 看书 摄影 旅游

     ·关注后一定回复，不关注选择性回复

…………………………………………………"	王子一只啊呜	1
1596	1.96	173	65	1	11	23	爱我的人，怎么会抛下我一个人。	谁叫你叫我神经	1
1597	1.96	172	70	0	0	23	25岁以下的，等你长大了再聊！别一张嘴就要照片，有诚意先把你自己的发来！哥很忙没空和你墨迹！	嘿瘦c	1
1598	1.96	171	52	0	23	18	为什么不放照片就没人理😑	sober-h	1
1599	1.96	170	60	0	182	21	同龄	今晚我们揍老虎	1
1600	1.96	168	62	0.5	4	25	cy大一 想找个男朋友哦。。。最好是cy的。。。	Cmeng丶	1
1601	1.96	180	62	-1	1	25	加我微信吧zyp104560	lol魔	1
1602	1.96	177	70	1	17	25	我就是我颜色不一样的烟火！	h宠物卫士	1
1603	1.96	173	65	-1	4	27	。没礼貌的，心智不健全的，身体和心理已经透支的，管控不了自己情绪的，建议去找医生。欢迎积极，上进，有目标，有活力，有担当的朋友靠近我，一起前行。	云矇泽Y	1
1604	1.96	180	85	1	31	22	找我干什么直说，不喜欢拐弯抹角，看对眼就去，寻女又，大叔，超过27的勿扰，打招呼也不回，还有猴子勿扰，一来就问在哪的，你又不约我，问了干嘛？约了我又不一定去	飞不起来的胖子	1
1605	1.96	166	76	-1	14	42	爱一个人很简单，是晚安之后，还想说晚安！	品茗在	1
1606	1.96	172	65	1	9	31	我走你亦走，我停你亦停，若是你有意，追上我同行！'ps:本人持久壮一，不要来骗照了，烦👏真的很忙，不约	从我	1
1607	1.96	172	60	1	82	28	欢迎高个子小受骚扰	男攻一	1
1608	1.96	163	57	0	9	21	【人真正的魅力】不是你给对方留下了美好的第一印象；而是对方认识你多年后，仍喜欢和你在一起。也不 是你瞬间吸引了对方的目光；而 是对方熟悉你以后，依然欣赏你。更不.是初次见面后，就有相见恨晚的感觉；而.是历尽沧桑后，能由衷的说，能认识你真好。	2FAET坤	1
1609	1.96	179	70	0.5	0	25	我喜欢小乖受，或者健身阳光男，有喜欢健身的朋友吗，可以一起健身	卡尔麦	2
1610	1.97	170	60	-1	5	26	浪漫满屋	Kang美之lianj	1
1611	1.97	171	65	-1	0	26	久了不打球，遭不住……哎……	课不迟到	1
1612	1.97	178	65	-1	8	26	别人怎么看你，和你毫无关系！你怎样生活，也和别人毫无关系的！	牛找朋友	1
1613	1.97	177	75	1	14	40	本人喜欢42以上的微胖哥哥，最好戴眼镜的，年轻的瘦的勿扰	8V	1
1614	1.97	178	72	0.5	9	26	身高180-体重73公斤30岁！不闲聊！你懂的！不提供地方	上海大龙先生	1
1615	1.97	175	64	0	5	26	人的一生要疯狂一次，无论只为一个人，一段情，一段旅游或一个梦想。	小何时有他	1
1616	1.97	175	66	0	39	18	纵使山巅风光旖旎，请别轻慢沿途风光	姬千泷	1
1617	1.97	179	66	0	259	22	"照片本人，洁身自好。
四川人在西安。"	听天说地丶	1
1618	1.97	178	62	0.5	19	26	只交真诚的你，需要你的帮助！	帅少的诱惑枫	1
1619	1.97	178	60	0.5	6	24		by3334	1
1620	1.97	170	58	0.5	5	28	"
红杏花开有心机，别人不跟你做朋友，没心机，玩你的人就多，好纠结"	1234ai丶	1
1621	1.97	175	85	-1	195	36	人生就像打电话，不是你先挂，就是我先挂。	U熊_s	1
1622	1.97	176	82	0	4	21	好无聊啊	GCX童	1
1623	1.97	172	65	0.5	0	26	你想要的、我却不能够给你我全部。我能给的、却又不是你想要拥有的。	攻成名受哥	1
1624	1.97	176	60	-1	15	25	hiv 携带，不懂别浪费时间！合适发脸照，默认设置不提示消息，看到会复你！	USER4519472a	1
1625	1.97	182	76	1	5	28	阳光里他在院子中央晾晒着衣裳	回大理大	1
1626	1.97	169	52	0.5	22	23	新手报到，请多关照。	Angelabobya丶	1
1627	1.97	171	68	0.5	0	26	男人就得像个男人样！虽然你的内心细腻、温顺的像个女人、最起码你的外在言语举止是个男人！微信2064184082	f心静随意	1
1628	1.97	178	56	1	11	25	交些聊的来的朋友，仅此而已。无脸求约人仕还是别理我了，谢谢。	我外冷内热啊王子	1
1629	1.97	178	55	0	39	26	不约 不约 不约 重要的事情说三遍	LIN1994-	1
1630	1.97	172	60	-1	5	26	"容貌身材肤浅且短暂易逝，却是这社交软件初期最主要的识别手段。
你只喜欢找长相满意的人say hi，却渴望要求对方不在意外表吗?
所以聊天要求照片并非不礼貌，而是希望不浪费彼此的时间😘。"	哩哔哩bilibil	1
1631	1.97	170	60	-1	1	27	感冒中……😭😭😭😭	默寂	1
1632	1.97	177	67	0	10	29	图片照片都是本人，别再问我要照片！喜欢直接，无照勿扰！反感墨迹装神秘，超爱直爽性格爷们～对装B者无感，非M！找各种理由不发照或假照的滚犊子，聊天本来就是发照互相找感觉，最起码让我知道跟谁在聊～丑，老，娘、墨迹～滚～英雄联盟一起撸、坑的别来哈哈	约定定约乐	1
1633	1.97	177	64	1	4	30		天空蓝蓝123	1
1634	1.97	176	64	0	2	26	"好身材的没抵抗力。谁来把我拉出单身的深渊
胖子请不要浪费时间了（没别的意思，只是不合适）"	MiniPandal	1
1635	1.97	176	69	-1	22	24	不好玩，删了，	L热干拉面	1
1636	1.97	168	52	0.5	7	29	真诚交40以上的中老爹	恋中年胖a	1
1637	1.97	178	82	0.5	39	26	找可以说话熟男爷们，标榜自己是1的，很多是早泄的料，硬往自己身上贴，0.5是平衡，是为了遇见哪个你而去改变 ，调整。	小爷壮熟男40	1
1638	1.97	179	64	0.5	30	36		心累笑傲江湖	1
1639	1.97	176	55	0	5	26	喜欢被人抱着和抱着人的感觉……	小叔Rutia薰	1
1640	1.97	176	80	-1	3	29	只喜狒或熊 猴子勿扰！年龄比我小勿扰！照片可以问我要，但请你先发。	喜肉狒或熊V	1
1641	1.97	181	65	-1	43	29	"眼睛闭上，眼睛闭上，眼睛闭上重要的事情说三遍。

聊天前先发照片"	眼睛闭	1
1642	1.97	175	73	1	160	29	壮 狒	豆土豆我是地瓜-	1
1643	1.97	170	68	0.5	3	29	今天下午，上班前忘了把电脑的这个QQ给下了，然后同事回来看到了，当时我整个人都吓傻了，我好害怕他知道了什么，他问了我几句话，但我脸都红了，可我不承认有什么，后来他一直很冷静没提这件事，到现在我还不敢面对他，还是觉得心神不宁的我真的好恐惧，怎么办？	Ehfbsj	1
1644	1.97	172	65	0	32	21	呵呵，这该死的软件居然要18岁才能注册，不得不隐瞒我真实的年龄了，我才16，老实说，我很可爱对不对啊。老胖勿扰。。	万年小受杰大大7	1
1645	1.97	170	52	0	16	24	你是男的我也爱…	Labf-	1
1646	1.97	183	68	-1	1	26	约炮别烦人谢谢。	Spiritew	1
1647	1.97	165	50	0	3	20	找个爱人，可以加我微信号聊天dhlxgmzx，这里很不上	贡米之乡12k	1
1648	1.97	170	75	0.5	11	27	微信：weiyue820520！赶快关注吧	n郎君	1
1649	1.97	170	51	0	16	21	心眼所及 肉眼无能 愿等......	哦读	1
1650	1.97	175	60	1	12	28	阿里嘎多	哥啦	1
1651	1.97	178	60	1	18	26	今天是个好日子	宝山大伟森	1
1652	1.97	172	65	1	15	26		帅Faen	1
1653	1.97	172	69	0.5	4	26	用心交易，诚信为重，才有真正的朋友	回江南宝贝	1
1654	1.97	175	59	0	13	28	I can describe myself as romantic, Passionate, caring, affectionate Persian guy, I love beaches, movies ,road trips. I'm attracted 2 trendy men with same qualities,, So lets start with a date & see how things go from there💕(No Asian guys plz)	BoyPersia-	1
1655	1.97	170	60	-1	8	23	左手年华，右手倒影。	p辰儿	1
1656	1.97	176	83	1	207	26	图片来自网络，熊喜熊狒	beefreal	1
1657	1.97	179	85	0.5	6	26	如果可以，连人带命都给你。	D茎	1
1658	1.97	180	65	1	363	24	"性格比较随和，但是娘的别来烦我，接受不了。
照片是不同时期和不同状态的我，觉得喜欢可以聊聊。另外附近有一起去亚特健身的可以搭个伙。"	link。	2
1659	1.97	177	64	1	14	20	不约。班德尔大神带我飞	风騲你	1
1660	1.97	177	78	1	84	116	有好朋友就够了，何必执着于某个人某件事，日子好坏与否仍是要过的……	执着的人都是傻瓜	1
1661	1.98	174	55	0.5	5	29	其实，并没有什么卵用…~。?	类似爱情的话	1
1662	1.98	173	65	-1	42	20	突然发现没人喜欢我？	就算没	1
1663	1.98	181	72	-1	10	26	不婚	恩的刺猬	1
1664	1.98	170	55	-1	166	22		啥都不说就是干	1
1665	1.98	174	95	-1	13	26	"我有男朋友，不找人，谢谢 1.爱你的男人，一天会不停的联系你。不爱你的男人，就算你总联系他，他也不会变得主动联系你。
2.爱你的男人，努力赚钱让你花。不爱你的男人，在你面前永远会说自己钱不够花。
3.爱你的男人，他总担心你吃饭没，喝水没，天冷穿衣服没。不爱你的男人，他只会问你还有事吗？没事挂了吧。
4.爱你的男人，就算不在一起，他也会忙完工作，第一时间来看你。不爱你的男人，他就算在闲，也不会想到来看你。
5.爱你的男人，不会在你面前夸赞其他人，因为他心里只有你。不爱你的男人，总会说，别人哪哪比你强，而你哪哪"	心里烦着	1
1666	1.98	180	68	-1	18	26		痞纹小叔	2
1667	1.98	187	67	-1	11	26	"不想浪费有限的时间 【在吗】【嘛呢】这样的话都省省 微笑/

身高187别问了 微笑/ 
八分之一混美国血统 微笑/
北京电影学院导演系 微笑/
略逗比 微笑/
minimalist 微笑/"	总是直男的小导演	1
1668	1.98	180	69	1	2	33	陪一人睡觉，守一人到老。外协勿扰。	妄动不妄念	1
1669	1.98	175	63	1	47	29	健康，干净，洒脱，独立，有素养，身材好，那也好。关于长相，我觉得我不是大帅哥，有人说我清秀，有人说我爷们，总之不差。寻同样能聊的帅哥。丑，脏，胖，C，邋遢，没素质的勿扰！	cocosa-小哥	1
1670	1.98	177	56	0	12	21	一旦陷入爱里，我就会变的很低很低，低到尘埃里，然后在尘埃里开出花！	我共婵娟	1
1671	1.98	167	62	-1	1	19	"

头像照片本人。喜欢交友。不约炮"	妄恋深	1
1672	1.98	175	70	1	9	25	你没准备好，请别跟我说话！微信：Zhongbo611911	Jason展博T	1
1673	1.98	178	75	1	107	25		想约就	1
1674	1.98	174	62	0	2	27	"今年暫時不交往只聊聊。明年開始找BF。
哈哈哈…………緣份來了嗎？？
外貌協會可以到其他地方找找吧！因為我不帥。"	z喜愛熊喜愛壯壯喜肥胖	1
1675	1.98	183	78	-1	15	36	并非……，并非……。	天域雄鹰p	1
1676	1.98	173	80	0	6	31	Let me suck you dry	azlanvpp	1
1677	1.98	172	65	1	6	30		唐文力	1
1678	1.98	171	43	-1	1	20	我不是同性恋，我只是无聊才来的。记住，不约。	gclt7	1
1679	1.98	175	73	0	3	27	谈你妈蛋恋爱，心彻底崩塌了，我对你没话说了，真心的，爱鸡毛咋的就咋的，我没时间跟你耗，拜拜	爱情坟墓熊熊B	1
1680	1.98	181	78	1	8	20	只想找个bf！好好生活！照片都是本人	梦萦千年3	1
1681	1.98	165	50	-1	14	22	"Be yourself 💪🏼
不加Line抱歉
所以別開口就要🚫
WeChat : vanesss8815
Instagram : yu__07__han"	风JackHan	1
1682	1.98	178	72	-1	442	35	我只是来看看	阿甘77	1
1683	1.98	170	55	1	1	22	家有老婆了	猴一枚	1
1684	1.98	172	60	-1	9	21	No face pic no chatting......I am Chinese.	小攻Jamesshane	2
1685	1.98	175	60	1	316	21	"本人不约，请约炮的不要给我打招呼。也不找对象，因为单身习惯了，不想找！
当然无头鬼也不要给我发消息，聊天最起码也得知道你长啥样。
但是可以交朋友，（不要只在网上聊天的）要附近的可以见面的～没事可以一起出去吃顿饭～约场电影啥的～
最重要的是聊天之前点个关注～"	花开无季的情感	1
1686	1.98	170	55	0	4	23	淡淡的爱，满满的情。想找一个人来陪。	浪漫的不浪荡6	1
1687	1.98	175	50	0	0	26	求勾搭😊	Liwenhan1	1
1688	1.98	173	65	-1	12	29	存天理，灭人欲	了鬇鵥聑	1
1689	1.98	172	57	0.5	14	29	"找个男友，不如用手。
欢迎聊天，合适交友。"	ReiGnu	1
1690	1.98	175	86	1	107	23	"你会不会忽然的出现

在街角的咖啡店

我会带着笑脸 挥手寒暄

和你 坐着聊聊天

我多么想和你见一面

看看你最近改变

不再去说从前 只是寒暄

对你说一句 只是说一句

好久不见"	S来到你的城市1	1
1691	1.98	181	73	1	617	30	啥都有 不找	放开那小0	1
1692	1.98	176	78	1	39	33	北大金融硕士毕业，目前在一所大学从事证券投资教学工作。喜欢运动健身，希望认识有素质的健身男。	Upengocean	1
1693	1.98	175	54	0.5	13	18	"十里春风不如你，只愿你能被这世界温柔相待

☕Thank you for your attention ☕"	bForCn	1
1694	1.98	179	78	1	35	24	"多谢各位帅哥美女关注，以后不要   停   哈哈
"	别说没用的风	1
1695	1.98	175	70	1	7	26	能说话的人很多  沟通者寥寥  本人  矮穷戳  老不要脸      郑重声明：说两句话就约炮  可以  我和你创造不出新人类 请你放心  绝对安全  开始就要照片的  查户口的   墨迹  不真诚的   乱的  二逼青年mb离我远点！因为我的生活与你无关  你不是我的经纪人,我也没长出你喜欢的样子。  本人资料真实不想和你废话连篇  想沟通者  需要你素质高点  	3老燊特	1
1696	1.98	171	82	0.5	13	26	寻45岁以上的兄弟做一生的爱人。	是陪伴一生	1
1697	1.98	180	50	-1	5	23	"☀☀☀╭━━━━━━━╮
┃　    ● ══      ┃
┃███████┃
┃有事直奔主题额┃
┃███████┃
┃发骚的滚粗不谢┃
┃███████┃
┃那些本宫哀家啥┃
┃███████┃
┃的，上路左拐█┃
┃███欢迎撸友┃
┃　　　○　　　┃
╰━━━━━━━╯ ☀️☀️☀️没照片别来问！量力而行吧！"	瑜瑾辰H	1
1698	1.98	183	75	0.5	29	27	实在太无聊，随便看看，一切淡然…	i冷格调	1
1699	1.98	175	60	-1	4	25	Possible 可以加微信：854745575	Patrick---丶	1
1700	1.98	161	52	-1	4	26	"不好。不在哪里。不约。

微信：rescuing"	少JaccyLee	1
1701	1.98	180	71	0	13	27	"
真诚的朋友你在哪里"	2真诚空间	1
1702	1.98	164	51	0	2	21	"决定去主动。

找生的理由要存在的意义

聊天的我和现实中其实并不像，自我感觉不丑😲😲😲"	辞职捻r	1
1703	1.98	177	88	0.5	1	26	喜欢爷们	喜欢爷	1
1704	1.98	175	60	1	3	26	人不犯我  我不犯人  人若犯我 礼让三分  人再犯我  斩草除根	司徒飞飞阿	1
1705	1.98	170	52	1	64	26	不约炮。找对象。坚信属于你的终究属于你。	lee小帅H	1
1706	1.98	176	58	0.5	4	20		dvt	1
1707	1.98	178	72	1	12	25	近墨者黑，近朱者赤。	sxcsqcd	1
1708	1.98	176	64	0.5	38	20	照片本人。请勿查户口	那就这样吧say再见k	1
1709	1.98	175	70	1	89	35		最好一个人	1
1710	1.98	177	65	0.5	1	26	澳门百家乐	嗷嗷少东家少	1
1711	1.98	183	60	0	2	28	一个不肯媚俗生活演员。	阿罗伊斯我	1
1712	1.98	176	62	0.5	16	26	…	熏肉s	1
1713	1.98	183	72	1	33	24	出差中！30以上就不要打招呼了	高壮阿	1
1714	1.98	174	72	1	18	26	"若爱、请深爱。若弃、请彻底。（照非本人，聊需谨慎）
"	帅宅神之恋	1
1715	1.98	185	100	1	205	21	不想回来，但是没办法	七小熊	1
1716	1.98	175	56	-1	9	27	不要问我在哪里.其实我一直在您床上.等你......	谁愿做我的比翼鸟Y	1
1717	1.98	180	76	0.5	77	19	资料如实，有礼貌就来聊谢谢	can-out	0
1718	1.98	178	75	-1	2	20	平平淡淡就行，喜欢熊。	文青年7	1
1719	1.99	175	68	1	42	23	在安静下找寻自己的心	I静静的一个人挺好	1
1720	1.99	171	61	-1	10	26	你到底爱谁？以前的你还爱我吗？我真的爱你。好想有一个人来抱抱我@。	i给我一个拥抱	2
1721	1.99	178	62	1	83	26	无脸照，假照就别废话了。	A起名最头疼	2
1722	1.99	178	60	0	18	26	不玩 不约 不暧昧 我要细水长流的感情 给不起就滚。人不难靠近 你给以阳光 我必还你温暖。微信：475767892	先森captive苏丶	1
1723	1.99	180	75	0.5	69	29	我不恋脚，不介意你恋，出售袜子，鞋	近我温暖you	1
1724	1.99	173	57	0.5	8	25	419  勿扰	奇先森	1
1725	1.99	185	80	1	9	19	有对象，聊天欢迎，照片就免了	啊敬	1
1726	1.99	175	90	0.5	368	40	本人现在北京朝阳区，QQ微信都是：784979388	憨厚毛熊	1
1727	1.99	178	68	1	12	26	以后的以后谁还认识谁，谁还牵着我的衣袖！进来了就点个关注吧！谢谢	小哥求结伴	1
1728	1.99	185	64	0.5	4	26	本以为世界充满爱，现实确是很多无奈，	狗小青年	1
1729	1.99	170	50	0.5	17	22	只想有个人依靠，我还是太年轻，对我好就什么都信了。呵呵，我只想有个人陪	分丶	1
1730	1.99	176	96	1	40	46	静静的拥抱比狂乱的性爱更暖人心脾！！	男人得装	1
1731	1.99	172	60	1	23	22	骚浪贱 带照来	Tom123067	1
1732	1.99	181	71	1	71	29	开心每一天想做就做	低调是最奢华s	1
1733	1.99	172	60	-1	5	26	年轻的，激情的，过过眼瘾的，瘦的不要打扰，也不需要关注，请勿扰，如果您觉得可以聊，就主动联系我，谢谢！(重申一遍，年轻的请不要打扰)	天气很好2	1
1734	1.99	178	62	0.5	1	23	Be the change you want to see in the world.	像猴子的兔	1
1735	1.99	176	60	-1	11	25	知道啊，想想人与人之间的感情，是催化剂催不出来的。知道，如果面基之后，就……那来的快去的快，过后便是空虚，甚至自责，感到恶心。在这里想爆照，。知道两个人在一起上上自习，一起写作业，一起看书，一起和同学嗨，一起……知道如果认识不到3天就开房，也不会在一起有3天。慢慢彼此了解，既然能来交大说明都不错，想活出精彩人生，需要情感生活，。知道又一大波小学弟来了。可以一起慢慢接触。一天七天十天一个月，半学期，一学期之后。和异性恋一样。没有情的性现在感到恶心。毕竟如果在交大浪费时间，不认真学习，是无颜面对关心自己的人。	学森图书馆	1
1736	1.99	172	60	0.5	14	34	照片非本人	snine6	1
1737	1.99	176	70	-1	18	26	不做1 ，  0，也不喜欢娘炮，更不约炮……	不是随便的人但随便起来真的不像人	1
1738	1.99	172	56	1	21	23	爱好你，	曾经美好拥有你	1
1739	1.99	175	65	0	11	23	"我是一个粉刷匠

粉刷本领强yoyo

👿👽👿👽👿

V信：cpx1781710849"	陈鶴iS	1
1740	1.99	172	58	0	6	21	颜控。头像本人。勿扰。半弯不直。基本不约炮。交友请发你的照片。	好吧我只是路过看看n	1
1741	1.99	174	66	-1	28	26	找对脚有共同爱好的帅哥！知心交友！不10，不暴力！	白袜飘香的帅哥x	1
1742	1.99	177	64	0	168	22	.聊的来就好，交往正常靠谱男。阳光，共勉💯，带照片打招呼。看资料说话谢谢。	superreal	2
1743	1.99	182	74	0.5	0	26	你说相思赋予谁	V皙华丶	1
1744	1.99	179	65	-1	7	27	帅气身材阳光的你才是我的爱人，，，，胖老丑邋遢勿扰	阿sir小老	1
1745	1.99	178	65	-1	14	26	那个男人 只希望有一个机会被你爱上	Pnianhua	1
1746	1.99	171	58	-1	7	26	。。。。	照的比人	2
1747	1.99	178	65	-1	7	26	"   ___     进来 请点下关注谢谢    聊天本人不一定即使回复    谢谢

  动动你们的小手点下关注吧 😂😂"	粥先森郎	1
1748	1.99	175	60	0	9	26	"人生若只如初见，何事秋风悲画扇。 
等闲变却故人心，却道故人心易变。"	x这样看着你就好	1
1749	1.99	173	60	0	4	21	你简单，世界就是童话；你复杂，世界就是迷宫。	期待你来吧S	1
